Name,RollNo,Branch
Ritika Patel,CS22886,Computer Science
Ayush Mahajan,B19787,Biotechnology
Aditi Iyer,M21464,Mathematics
Rahul Pillai,AE21367,Aerospace Engineering
Nisha Bose,ME23411,Mechanical Engineering
Tushar Goyal,EE23894,Electrical Engineering
Shalini Pandey,CE21848,Chemical Engineering
Ayush Choudhury,IT18299,Information Technology
Neha Desai,M18897,Mathematics
Yash Malhotra,B18498,Biotechnology
Shubham Patil,EE19931,Electrical Engineering
Mallika Joshi,IT18869,Information Technology
Rohan Singh,CE21978,Chemical Engineering
Archana Patil,E20857,Electronics
Sakshi Tiwari,AE24208,Aerospace Engineering
Devika Patil,EE18367,Electrical Engineering
Aditi Chakraborty,IT18838,Information Technology
Kunal Bansal,CS22577,Computer Science
Payal Nair,E24343,Electronics
Arjun Mahajan,CE21493,Chemical Engineering
Rahul Reddy,CE21458,Chemical Engineering
Pankaj Pillai,EE18698,Electrical Engineering
Mihir Naidu,AE20050,Aerospace Engineering
Archana Bansal,IT20665,Information Technology
Aryan Rao,CE21345,Chemical Engineering
Ankit Desai,E19311,Electronics
Rajat Tiwari,E20120,Electronics
Shalini Dutta,E21436,Electronics
Radhika Malhotra,AE22893,Aerospace Engineering
Samarth Chatterjee,CE19291,Chemical Engineering
Samarth Sethi,CS21466,Computer Science
Arjun Sethi,M20417,Mathematics
Kunal Shah,AE21186,Aerospace Engineering
Harsh Patel,CE19243,Chemical Engineering
Kavya Chawla,CS22371,Computer Science
Shalini Agarwal,E24179,Electronics
Anupam Sethi,M20744,Mathematics
Simran Patel,CE23201,Civil Engineering
Ujjwal Rao,ME21132,Mechanical Engineering
Sonam Kapoor,IT19833,Information Technology
Vikram Patil,B21327,Biotechnology
Sagar Dutta,CE22307,Chemical Engineering
Ishaan Sharma,EE24131,Electrical Engineering
Rishabh Saxena,ME23434,Mechanical Engineering
Ishaan Patil,IT18690,Information Technology
Sahil Kaur,ME20453,Mechanical Engineering
Sakshi Mishra,AE23792,Aerospace Engineering
Vani Garg,B24443,Biotechnology
Tanvi Bose,CE18748,Civil Engineering
Naveen Choudhury,EE20166,Electrical Engineering
Isha Shah,CE23354,Civil Engineering
Vikram Naidu,EE19839,Electrical Engineering
Sandeep Goyal,CE21652,Chemical Engineering
Radhika Sethi,B18479,Biotechnology
Anupam Das,CE19364,Civil Engineering
Ujjwal Iyer,CS21991,Computer Science
Rashi Kaur,B18617,Biotechnology
Kunal Chakraborty,CS18303,Computer Science
Sahil Iyer,M23781,Mathematics
Arjun Mishra,ME18154,Mechanical Engineering
Devika Reddy,M21350,Mathematics
Mallika Patil,ME23872,Mechanical Engineering
Gaurav Nair,B24134,Biotechnology
Payal Agarwal,ME21517,Mechanical Engineering
Kavya Chopra,E22990,Electronics
Vishal Goyal,IT23549,Information Technology
Suresh Garg,AE20478,Aerospace Engineering
Ishaan Khanna,CE22094,Civil Engineering
Madhav Pandey,CS19028,Computer Science
Aditi Singh,CE19098,Chemical Engineering
Ayush Wadhwa,ME22540,Mechanical Engineering
Prakash Nair,E24511,Electronics
Madhav Dutta,ME19619,Mechanical Engineering
Meera Bhat,ME18167,Mechanical Engineering
Shivam Mishra,AE23633,Aerospace Engineering
Priya Kumar,IT23838,Information Technology
Anjali Trivedi,CE24215,Chemical Engineering
Anjali Sethi,M20689,Mathematics
Mihir Bhat,ME22320,Mechanical Engineering
Rishabh Chopra,ME20291,Mechanical Engineering
Mihir Singh,IT21357,Information Technology
Simran Das,ME20602,Mechanical Engineering
Divya Sarin,E22795,Electronics
Payal Ghosh,E23355,Electronics
Meera Yadav,CE19493,Civil Engineering
Manish Nair,CE21520,Civil Engineering
Mallika Dutta,B18725,Biotechnology
Neha Yadav,B19873,Biotechnology
Sonam Mishra,IT22990,Information Technology
Shivam Iyer,M24998,Mathematics
Sanya Chatterjee,M20518,Mathematics
Devika Mishra,CE19308,Chemical Engineering
Pankaj Choudhury,AE19378,Aerospace Engineering
Archana Singh,E24264,Electronics
Archana Gupta,CE21499,Civil Engineering
Mallika Kaur,M18919,Mathematics
Neha Mishra,ME19206,Mechanical Engineering
Rohan Naidu,ME18977,Mechanical Engineering
Vijay Wadhwa,B24521,Biotechnology
Sandeep Kumar,E20675,Electronics
Samarth Verma,EE18713,Electrical Engineering
Ritu Yadav,E24485,Electronics
Sahil Dutta,CS21416,Computer Science
Sneha Trivedi,CE23075,Civil Engineering
Tanvi Banerjee,E23681,Electronics
Anjali Reddy,CS19061,Computer Science
Rishabh Patil,B18987,Biotechnology
Sonia Bajaj,CE18187,Chemical Engineering
Meera Iyer,CS24404,Computer Science
Shalini Gupta,CE18723,Civil Engineering
Sonam Reddy,E23321,Electronics
Naveen Pillai,E24297,Electronics
Garima Das,CS18330,Computer Science
Pooja Dutta,M24542,Mathematics
Ritu Kapoor,B20700,Biotechnology
Akash Shah,ME19381,Mechanical Engineering
Mihir Malhotra,B18237,Biotechnology
Yash Saxena,CE18169,Civil Engineering
Ritu Ghosh,AE24092,Aerospace Engineering
Vishal Nair,EE22381,Electrical Engineering
Kavita Khanna,ME19985,Mechanical Engineering
Aditi Mishra,AE20226,Aerospace Engineering
Raj Tiwari,CE19525,Chemical Engineering
Sahil Trivedi,CE23013,Civil Engineering
Ayush Chawla,CE23601,Civil Engineering
Karan Kohli,M20639,Mathematics
Sahil Kohli,EE24723,Electrical Engineering
Harish Chopra,CE19344,Chemical Engineering
Vani Kumar,CS20856,Computer Science
Tanvi Patil,EE24866,Electrical Engineering
Simran Singh,IT21494,Information Technology
Nikhil Wadhwa,EE22226,Electrical Engineering
Simran Rao,B22366,Biotechnology
Divya Garg,CS21070,Computer Science
Shubham Menon,CE23577,Chemical Engineering
Arjun Kaur,IT20061,Information Technology
Kavita Dutta,CE24310,Chemical Engineering
Bhavya Mahajan,CS20227,Computer Science
Aman Naidu,ME20661,Mechanical Engineering
Sanya Chakraborty,AE21638,Aerospace Engineering
Rahul Tiwari,B23406,Biotechnology
Yash Sharma,CE18875,Chemical Engineering
Meera Yadav,IT24399,Information Technology
Shubham Shah,CS22955,Computer Science
Radhika Sethi,AE21596,Aerospace Engineering
Ankit Reddy,AE21464,Aerospace Engineering
Isha Wadhwa,AE20467,Aerospace Engineering
Pooja Tiwari,CE23380,Chemical Engineering
Ujjwal Bhat,EE23816,Electrical Engineering
Harsh Sharma,M22143,Mathematics
Arjun Nair,ME24876,Mechanical Engineering
Radhika Ghosh,CE19354,Civil Engineering
Harsh Chakraborty,ME19570,Mechanical Engineering
Sakshi Menon,CS24091,Computer Science
Mallika Yadav,CE23608,Civil Engineering
Priya Khanna,M24804,Mathematics
Harish Tiwari,EE24825,Electrical Engineering
Sneha Desai,CS18433,Computer Science
Neha Garg,AE23560,Aerospace Engineering
Rohan Deshpande,AE22524,Aerospace Engineering
Sanya Das,CS18902,Computer Science
Sakshi Menon,E21368,Electronics
Gaurav Deshpande,AE21439,Aerospace Engineering
Anupam Sharma,ME24765,Mechanical Engineering
Rishabh Shah,M20334,Mathematics
Anjali Nair,AE20928,Aerospace Engineering
Ankit Patil,M22352,Mathematics
Ishaan Reddy,AE22874,Aerospace Engineering
Yash Banerjee,E21809,Electronics
Aditi Patil,CS18228,Computer Science
Kavya Singh,CE19006,Civil Engineering
Sanya Chatterjee,CS22026,Computer Science
Kavita Tiwari,E23858,Electronics
Harsh Iyer,M24878,Mathematics
Pankaj Bansal,E24856,Electronics
Garima Patel,M18154,Mathematics
Sandeep Mehta,B18415,Biotechnology
Simran Menon,AE18909,Aerospace Engineering
Harsh Wadhwa,AE19953,Aerospace Engineering
Akash Patel,CE18237,Civil Engineering
Shreya Bose,E19312,Electronics
Ritika Naidu,AE21739,Aerospace Engineering
Sakshi Goyal,IT22162,Information Technology
Kavita Kaur,B24393,Biotechnology
Ananya Wadhwa,CE20471,Civil Engineering
Nisha Kohli,ME18413,Mechanical Engineering
Anjali Rao,ME19816,Mechanical Engineering
Tushar Sharma,CS20495,Computer Science
Kavita Nair,IT18712,Information Technology
Sanya Das,ME23860,Mechanical Engineering
Aman Chakraborty,ME20637,Mechanical Engineering
Ankit Wadhwa,E22496,Electronics
Gaurav Kapoor,ME19238,Mechanical Engineering
Rishabh Singh,M22530,Mathematics
Sonia Iyer,CE20006,Chemical Engineering
Radhika Reddy,EE24474,Electrical Engineering
Sandeep Khanna,CE20876,Chemical Engineering
Priya Patil,CS20414,Computer Science
Nisha Yadav,CE18580,Chemical Engineering
Tanvi Deshpande,CE23343,Civil Engineering
Sahil Mishra,IT19926,Information Technology
Anjali Joshi,E24493,Electronics
Kavita Trivedi,AE19636,Aerospace Engineering
Priya Dutta,M18504,Mathematics
Amit Ghosh,M20610,Mathematics
Pooja Verma,CE19231,Civil Engineering
Varun Khanna,EE19370,Electrical Engineering
Mihir Kumar,E19216,Electronics
Rajat Banerjee,IT21417,Information Technology
Garima Naidu,E18335,Electronics
Harish Nair,IT18625,Information Technology
Meera Agarwal,ME24478,Mechanical Engineering
Mihir Sarin,AE22515,Aerospace Engineering
Shubham Kohli,CS20528,Computer Science
Akash Garg,ME23858,Mechanical Engineering
Vikram Bansal,CE22254,Civil Engineering
Ashish Pandey,EE19469,Electrical Engineering
Rishabh Das,M23001,Mathematics
Sandeep Chawla,CS18945,Computer Science
Dhruv Menon,ME24088,Mechanical Engineering
Sonia Sharma,CE19204,Chemical Engineering
Sandeep Shah,IT23074,Information Technology
Shubham Malhotra,CS24981,Computer Science
Gaurav Shah,AE22762,Aerospace Engineering
Ritu Tiwari,EE21072,Electrical Engineering
Vishal Choudhury,ME20751,Mechanical Engineering
Suresh Singh,E20511,Electronics
Shivam Mahajan,B24343,Biotechnology
Nisha Nair,B19584,Biotechnology
Suresh Menon,B21874,Biotechnology
Samarth Saxena,AE22984,Aerospace Engineering
Devika Desai,CE24395,Civil Engineering
Manish Reddy,M23373,Mathematics
Prakash Wadhwa,CE19481,Chemical Engineering
Simran Wadhwa,ME21534,Mechanical Engineering
Aditi Goyal,B23411,Biotechnology
Jatin Bansal,AE24601,Aerospace Engineering
Rahul Patel,ME21919,Mechanical Engineering
Naveen Wadhwa,E23790,Electronics
Rishabh Sharma,B23086,Biotechnology
Ananya Mahajan,AE23392,Aerospace Engineering
Bhavya Mehta,EE20708,Electrical Engineering
Arjun Mahajan,CE23228,Civil Engineering
Samarth Joshi,EE19715,Electrical Engineering
Vikram Pandey,M24256,Mathematics
Ashish Saxena,AE23523,Aerospace Engineering
Bhavya Chopra,ME22853,Mechanical Engineering
Gaurav Bose,M20855,Mathematics
Samarth Kaur,B22817,Biotechnology
Bhavya Chakraborty,ME24136,Mechanical Engineering
Raj Verma,ME22779,Mechanical Engineering
Ankit Choudhury,M22450,Mathematics
Sneha Chopra,ME21498,Mechanical Engineering
Harish Chakraborty,CE23338,Civil Engineering
Pooja Choudhury,AE23916,Aerospace Engineering
Priya Bhat,AE19340,Aerospace Engineering
Gaurav Das,AE18889,Aerospace Engineering
Shubham Yadav,IT23409,Information Technology
Sanya Chakraborty,ME24631,Mechanical Engineering
Aryan Chatterjee,ME19032,Mechanical Engineering
Deepak Chakraborty,IT24153,Information Technology
Sakshi Trivedi,E23185,Electronics
Aryan Chopra,B20149,Biotechnology
Deepak Kohli,E19400,Electronics
Vijay Trivedi,CE20242,Civil Engineering
Ashish Bose,CE19856,Chemical Engineering
Divya Kohli,AE20317,Aerospace Engineering
Sneha Sarin,CE20856,Civil Engineering
Aditi Malhotra,CE18781,Civil Engineering
Ritika Goyal,ME22261,Mechanical Engineering
Madhav Mehta,B18434,Biotechnology
Ritu Verma,B24807,Biotechnology
Kavita Deshpande,M19225,Mathematics
Yash Sarin,CE22299,Civil Engineering
Pooja Verma,AE20401,Aerospace Engineering
Kavya Sethi,CS20211,Computer Science
Yash Chopra,CS21077,Computer Science
Rajat Agarwal,ME18314,Mechanical Engineering
Rashi Mahajan,ME21256,Mechanical Engineering
Payal Kohli,B20296,Biotechnology
Madhav Chatterjee,E20110,Electronics
Mallika Yadav,M18957,Mathematics
Aryan Naidu,EE23473,Electrical Engineering
Akash Singh,CS22109,Computer Science
Naveen Ghosh,IT20166,Information Technology
Ujjwal Joshi,EE24826,Electrical Engineering
Amit Saxena,AE24946,Aerospace Engineering
Anjali Bansal,M24257,Mathematics
Rahul Verma,AE20029,Aerospace Engineering
Shivam Malhotra,AE19997,Aerospace Engineering
Karan Mishra,ME18866,Mechanical Engineering
Mihir Chopra,M18066,Mathematics
Vishal Dutta,M19837,Mathematics
Devika Banerjee,CE21834,Chemical Engineering
Devika Desai,E19540,Electronics
Sahil Reddy,E20615,Electronics
Devika Das,CE18801,Chemical Engineering
Rashi Singh,CS19442,Computer Science
Harsh Verma,IT22042,Information Technology
Naveen Bose,B22770,Biotechnology
Pooja Joshi,CS23633,Computer Science
Payal Dutta,CE21196,Chemical Engineering
Kavita Saxena,EE18269,Electrical Engineering
Sonam Malhotra,EE20659,Electrical Engineering
Deepak Banerjee,AE20483,Aerospace Engineering
Sandeep Khanna,ME18978,Mechanical Engineering
Sandeep Deshpande,IT20013,Information Technology
Tushar Bajaj,CS22882,Computer Science
Naveen Pillai,CS21021,Computer Science
Ritika Sarin,E18807,Electronics
Aditi Sarin,M18730,Mathematics
Ankit Patil,AE23665,Aerospace Engineering
Arjun Garg,ME23991,Mechanical Engineering
Vikram Deshpande,AE19749,Aerospace Engineering
Shalini Wadhwa,CE21152,Chemical Engineering
Ritika Banerjee,AE23295,Aerospace Engineering
Jatin Kumar,M21551,Mathematics
Anupam Patil,IT24802,Information Technology
Garima Pillai,CS21892,Computer Science
Rohan Rao,IT21736,Information Technology
Ujjwal Iyer,EE19195,Electrical Engineering
Sonia Chopra,CS18485,Computer Science
Nisha Kaur,ME20329,Mechanical Engineering
Mihir Chatterjee,IT20605,Information Technology
Devika Patel,M22756,Mathematics
Harish Patel,IT21561,Information Technology
Vikram Ghosh,CS22725,Computer Science
Aryan Trivedi,AE23950,Aerospace Engineering
Vijay Wadhwa,AE21591,Aerospace Engineering
Suresh Khanna,EE22930,Electrical Engineering
Ritu Dutta,ME24992,Mechanical Engineering
Mallika Chakraborty,EE23229,Electrical Engineering
Karan Tiwari,IT23722,Information Technology
Madhav Shah,CE18562,Civil Engineering
Shubham Mishra,CE19963,Chemical Engineering
Arjun Menon,B18869,Biotechnology
Sanya Verma,EE22914,Electrical Engineering
Aditi Wadhwa,IT24451,Information Technology
Kavya Dutta,M19828,Mathematics
Priya Sethi,AE18205,Aerospace Engineering
Amit Sethi,E23945,Electronics
Ayush Shah,AE20939,Aerospace Engineering
Karan Desai,CS18705,Computer Science
Sandeep Bose,IT21060,Information Technology
Ayush Trivedi,B18579,Biotechnology
Shubham Pandey,CE24719,Chemical Engineering
Devika Kumar,M23263,Mathematics
Aditi Pandey,E18328,Electronics
Shreya Banerjee,CE24425,Chemical Engineering
Aman Choudhury,B24570,Biotechnology
Kavita Saxena,CE18322,Chemical Engineering
Manish Kohli,ME18736,Mechanical Engineering
Anjali Chakraborty,B23556,Biotechnology
Ananya Gupta,EE24141,Electrical Engineering
Ananya Pillai,IT21670,Information Technology
Ankit Trivedi,CE20846,Chemical Engineering
Rohan Pillai,IT18444,Information Technology
Aditi Naidu,E19701,Electronics
Radhika Bansal,E23822,Electronics
Manish Yadav,EE20936,Electrical Engineering
Yash Yadav,IT19888,Information Technology
Mihir Naidu,ME21419,Mechanical Engineering
Vijay Dutta,CE23011,Civil Engineering
Vikram Naidu,CE22077,Civil Engineering
Aman Singh,CE22218,Chemical Engineering
Divya Shah,CE24961,Civil Engineering
Samarth Verma,IT19106,Information Technology
Ankit Reddy,IT19784,Information Technology
Shubham Kaur,CE22960,Civil Engineering
Anupam Pandey,B24090,Biotechnology
Shreya Chopra,M18057,Mathematics
Vijay Sarin,CE20528,Civil Engineering
Gaurav Yadav,IT21227,Information Technology
Madhav Deshpande,CE18787,Chemical Engineering
Shivam Pandey,IT24600,Information Technology
Jatin Tiwari,IT19994,Information Technology
Vikram Bajaj,M23878,Mathematics
Dhruv Nair,EE22131,Electrical Engineering
Simran Singh,CE22501,Civil Engineering
Naveen Kaur,CE19448,Chemical Engineering
Harish Malhotra,E20750,Electronics
Sandeep Bansal,ME23127,Mechanical Engineering
Raj Das,M19244,Mathematics
Rahul Sethi,CS19380,Computer Science
Meera Reddy,CS19684,Computer Science
Vikram Kohli,ME21236,Mechanical Engineering
Ishaan Deshpande,M23034,Mathematics
Bhavya Pillai,CE20012,Chemical Engineering
Tushar Goyal,EE19310,Electrical Engineering
Ananya Khanna,B21530,Biotechnology
Akash Chakraborty,IT19024,Information Technology
Archana Pillai,CE19763,Civil Engineering
Pooja Reddy,CS20453,Computer Science
Vani Banerjee,E22907,Electronics
Vijay Wadhwa,EE19649,Electrical Engineering
Aman Kohli,IT18781,Information Technology
Akash Agarwal,B18109,Biotechnology
Vani Reddy,ME19915,Mechanical Engineering
Samarth Ghosh,CE22831,Chemical Engineering
Bhavya Sethi,E21819,Electronics
Divya Tiwari,ME20990,Mechanical Engineering
Jatin Naidu,IT18418,Information Technology
Anupam Menon,CE18609,Chemical Engineering
Shubham Kumar,AE21155,Aerospace Engineering
Dhruv Sarin,CE24100,Chemical Engineering
Aryan Wadhwa,ME23695,Mechanical Engineering
Simran Verma,CE23333,Civil Engineering
Arjun Kohli,M22358,Mathematics
Garima Bajaj,CE20899,Chemical Engineering
Simran Banerjee,M23515,Mathematics
Sonia Mishra,AE24645,Aerospace Engineering
Raj Reddy,CE21594,Civil Engineering
Vani Patel,AE24642,Aerospace Engineering
Amit Saxena,EE21128,Electrical Engineering
Anjali Reddy,AE19839,Aerospace Engineering
Aryan Menon,EE24143,Electrical Engineering
Rohan Bajaj,CS20922,Computer Science
Shivam Mehta,E18011,Electronics
Mihir Kaur,M20829,Mathematics
Ananya Tiwari,IT23754,Information Technology
Aryan Nair,IT22364,Information Technology
Dhruv Mishra,CE18987,Chemical Engineering
Neha Goyal,CS19706,Computer Science
Meera Sethi,EE22680,Electrical Engineering
Ayush Patel,AE23876,Aerospace Engineering
Meera Banerjee,CS22593,Computer Science
Madhav Naidu,E23258,Electronics
Deepak Goyal,M21450,Mathematics
Sonia Shah,CE21759,Civil Engineering
Ashish Ghosh,B19132,Biotechnology
Anjali Iyer,B21917,Biotechnology
Akash Deshpande,CE24881,Chemical Engineering
Harsh Singh,M21461,Mathematics
Radhika Wadhwa,E21331,Electronics
Sakshi Shah,ME19778,Mechanical Engineering
Harsh Goyal,AE24610,Aerospace Engineering
Tanvi Banerjee,B24904,Biotechnology
Ananya Garg,IT23476,Information Technology
Prakash Goyal,E21716,Electronics
Harish Bajaj,E21630,Electronics
Dhruv Das,AE22852,Aerospace Engineering
Raj Sarin,M20365,Mathematics
Shubham Sarin,AE21009,Aerospace Engineering
Shalini Iyer,IT18900,Information Technology
Ritika Trivedi,AE18999,Aerospace Engineering
Pooja Reddy,EE22547,Electrical Engineering
Sneha Kumar,B24678,Biotechnology
Tushar Shah,B20676,Biotechnology
Nisha Dutta,EE22006,Electrical Engineering
Dhruv Banerjee,M19958,Mathematics
Jatin Chatterjee,E21496,Electronics
Amit Shah,CE20089,Chemical Engineering
Kavita Kaur,EE23982,Electrical Engineering
Mihir Bose,CE20551,Civil Engineering
Harish Iyer,CS18322,Computer Science
Bhavya Sharma,E19432,Electronics
Neha Shah,AE19771,Aerospace Engineering
Shivam Kohli,EE22818,Electrical Engineering
Akash Ghosh,CE23783,Chemical Engineering
Kavita Deshpande,CS20479,Computer Science
Naveen Joshi,CE18077,Chemical Engineering
Shreya Kohli,E24455,Electronics
Bhavya Kapoor,AE20259,Aerospace Engineering
Nikhil Rao,B18146,Biotechnology
Priya Chawla,CE19066,Civil Engineering
Nikhil Chopra,CE18294,Civil Engineering
Shivam Deshpande,CS24470,Computer Science
Priya Agarwal,B21631,Biotechnology
Vani Naidu,EE24321,Electrical Engineering
Sneha Saxena,ME23524,Mechanical Engineering
Kavita Saxena,ME21508,Mechanical Engineering
Shreya Bhat,CS20561,Computer Science
Kavya Garg,E19787,Electronics
Kavya Patil,M18487,Mathematics
Rashi Rao,E24636,Electronics
Shalini Chakraborty,CS23531,Computer Science
Karan Dutta,CE22237,Civil Engineering
Harsh Nair,E21828,Electronics
Nisha Trivedi,E24029,Electronics
Bhavya Banerjee,CS20001,Computer Science
Vijay Iyer,CS18940,Computer Science
Aman Reddy,EE22620,Electrical Engineering
Vishal Pandey,CS23890,Computer Science
Ritika Mishra,E20364,Electronics
Divya Khanna,B22037,Biotechnology
Rashi Pillai,E23589,Electronics
Rishabh Singh,CE18738,Civil Engineering
Amit Mishra,EE20932,Electrical Engineering
Gaurav Bajaj,AE21084,Aerospace Engineering
Radhika Patel,CE21386,Civil Engineering
Sandeep Choudhury,CS20439,Computer Science
Simran Verma,AE23276,Aerospace Engineering
Ankit Singh,CE19810,Chemical Engineering
Manish Malhotra,EE18222,Electrical Engineering
Amit Menon,IT18922,Information Technology
Sanya Bose,CE23815,Civil Engineering
Sandeep Desai,B19909,Biotechnology
Kunal Verma,ME21613,Mechanical Engineering
Nisha Yadav,AE20704,Aerospace Engineering
Gaurav Sharma,AE20496,Aerospace Engineering
Madhav Reddy,ME18801,Mechanical Engineering
Gaurav Banerjee,CE18172,Chemical Engineering
Suresh Sharma,AE24329,Aerospace Engineering
Ayush Nair,M18451,Mathematics
Ishaan Kohli,EE22470,Electrical Engineering
Meera Banerjee,M19027,Mathematics
Kavita Garg,AE24470,Aerospace Engineering
Divya Trivedi,EE18732,Electrical Engineering
Manish Sarin,IT18461,Information Technology
Sneha Rao,CE20494,Chemical Engineering
Archana Mahajan,B22434,Biotechnology
Mihir Mishra,CE21014,Civil Engineering
Archana Khanna,E23005,Electronics
Ayush Chakraborty,E18157,Electronics
Prakash Bose,CS20995,Computer Science
Deepak Banerjee,CE21837,Chemical Engineering
Rashi Pandey,CE24147,Civil Engineering
Sanya Shah,E23101,Electronics
Kavita Kumar,B18263,Biotechnology
Raj Chatterjee,ME24760,Mechanical Engineering
Sonam Malhotra,IT23385,Information Technology
Vishal Chawla,CE21992,Civil Engineering
Kunal Kaur,CS20425,Computer Science
Sanya Wadhwa,IT21018,Information Technology
Ishaan Choudhury,AE24104,Aerospace Engineering
Dhruv Bajaj,CE22119,Chemical Engineering
Rashi Dutta,E19613,Electronics
Vani Bhat,ME21165,Mechanical Engineering
Aryan Ghosh,AE18648,Aerospace Engineering
Nikhil Iyer,E23942,Electronics
Aditya Sarin,E22053,Electronics
Sneha Deshpande,IT19611,Information Technology
Rohan Singh,CE21785,Chemical Engineering
Nisha Ghosh,AE18061,Aerospace Engineering
Harsh Singh,IT23750,Information Technology
Arjun Mishra,ME21772,Mechanical Engineering
Yash Kapoor,CS21850,Computer Science
Anjali Singh,CE19566,Civil Engineering
Ritika Das,CE19153,Chemical Engineering
Akash Kohli,E19617,Electronics
Nisha Sethi,E21372,Electronics
Aman Dutta,B20980,Biotechnology
Vani Goyal,M22053,Mathematics
Sneha Agarwal,IT19143,Information Technology
Ayush Trivedi,B21939,Biotechnology
Jatin Wadhwa,EE19334,Electrical Engineering
Dhruv Malhotra,M23051,Mathematics
Ishaan Kapoor,CE19515,Chemical Engineering
Tushar Chakraborty,B24411,Biotechnology
Shalini Sethi,B22745,Biotechnology
Yash Chawla,B24259,Biotechnology
Vikram Menon,EE24339,Electrical Engineering
Kavita Kohli,EE20308,Electrical Engineering
Payal Banerjee,M21190,Mathematics
Ritu Nair,AE21306,Aerospace Engineering
Tushar Pillai,IT24350,Information Technology
Radhika Rao,ME18050,Mechanical Engineering
Radhika Pandey,CS24455,Computer Science
Tanvi Bansal,ME19431,Mechanical Engineering
Isha Mishra,CE18351,Civil Engineering
Yash Joshi,CE21567,Chemical Engineering
Jatin Kumar,E19600,Electronics
Kunal Kumar,CE21835,Chemical Engineering
Ananya Bansal,ME20651,Mechanical Engineering
Sonia Pillai,IT22663,Information Technology
Vijay Desai,AE19388,Aerospace Engineering
Prakash Bansal,E24397,Electronics
Varun Nair,CE22089,Chemical Engineering
Aditi Das,E18480,Electronics
Amit Ghosh,ME21983,Mechanical Engineering
Samarth Wadhwa,EE19674,Electrical Engineering
Rahul Chatterjee,CS19205,Computer Science
Ujjwal Malhotra,AE19103,Aerospace Engineering
Garima Ghosh,AE20224,Aerospace Engineering
Harsh Naidu,AE22543,Aerospace Engineering
Shalini Deshpande,ME23555,Mechanical Engineering
Priya Deshpande,EE21600,Electrical Engineering
Harish Bansal,EE24877,Electrical Engineering
Kavita Patel,CE20634,Civil Engineering
Isha Chopra,EE20462,Electrical Engineering
Archana Dutta,E18579,Electronics
Sagar Malhotra,CE20524,Civil Engineering
Kavya Kapoor,M18935,Mathematics
Neha Reddy,B21832,Biotechnology
Sanya Yadav,CE22454,Civil Engineering
Madhav Rao,M23980,Mathematics
Harish Goyal,CE23826,Chemical Engineering
Garima Bansal,ME22266,Mechanical Engineering
Kunal Menon,CS22635,Computer Science
Amit Khanna,CE19832,Chemical Engineering
Rashi Iyer,B24995,Biotechnology
Naveen Mishra,CE23372,Civil Engineering
Ishaan Verma,EE24698,Electrical Engineering
Dhruv Chopra,B20053,Biotechnology
Simran Menon,ME18889,Mechanical Engineering
Harsh Garg,E24226,Electronics
Shubham Trivedi,M20857,Mathematics
Pankaj Pillai,CE21843,Civil Engineering
Amit Dutta,CE19658,Chemical Engineering
Archana Saxena,CS21574,Computer Science
Sonam Kohli,AE22386,Aerospace Engineering
Rajat Shah,CE18756,Civil Engineering
Rajat Malhotra,CE20259,Civil Engineering
Ishaan Wadhwa,CE21046,Civil Engineering
Ishaan Saxena,M21381,Mathematics
Akash Bose,ME24906,Mechanical Engineering
Tanvi Singh,AE18847,Aerospace Engineering
Simran Tiwari,CE19472,Chemical Engineering
Karan Banerjee,IT22475,Information Technology
Ankit Agarwal,B24935,Biotechnology
Devika Ghosh,EE22742,Electrical Engineering
Ankit Chawla,CE21266,Chemical Engineering
Sahil Kohli,M21966,Mathematics
Pooja Kapoor,IT20694,Information Technology
Ananya Kohli,AE19290,Aerospace Engineering
Vani Shah,ME23105,Mechanical Engineering
Rashi Ghosh,EE24658,Electrical Engineering
Vijay Mahajan,AE22865,Aerospace Engineering
Rahul Naidu,B19701,Biotechnology
Naveen Garg,EE24395,Electrical Engineering
Simran Goyal,IT18759,Information Technology
Meera Pillai,E19642,Electronics
Kavya Bose,EE21902,Electrical Engineering
Divya Mehta,CE19676,Civil Engineering
Ankit Joshi,B24506,Biotechnology
Ananya Chawla,AE22335,Aerospace Engineering
Payal Shah,CS18295,Computer Science
Sonia Saxena,CE19898,Chemical Engineering
Rishabh Mishra,ME21146,Mechanical Engineering
Pankaj Bose,AE21112,Aerospace Engineering
Prakash Iyer,AE18811,Aerospace Engineering
Pankaj Shah,EE21409,Electrical Engineering
Ashish Khanna,M23343,Mathematics
Meera Choudhury,IT21106,Information Technology
Shalini Mehta,M24519,Mathematics
Sonia Naidu,IT18059,Information Technology
Samarth Patel,CS21634,Computer Science
Neha Singh,EE24954,Electrical Engineering
Devika Bose,CS19767,Computer Science
Vishal Dutta,E21351,Electronics
Sneha Verma,CE24926,Civil Engineering
Archana Kaur,IT22410,Information Technology
Amit Menon,M18707,Mathematics
Prakash Pillai,B19046,Biotechnology
Vishal Garg,CE20394,Civil Engineering
Garima Bose,M23735,Mathematics
Nisha Goyal,ME20226,Mechanical Engineering
Ayush Patil,EE23501,Electrical Engineering
Kavya Mahajan,ME21013,Mechanical Engineering
Sonam Choudhury,CE21786,Civil Engineering
Devika Deshpande,IT19621,Information Technology
Anupam Shah,CS22960,Computer Science
Rahul Nair,E23581,Electronics
Rohan Choudhury,CE18326,Chemical Engineering
Neha Trivedi,B23774,Biotechnology
